canonical_UniProtAC	gene	domain_edge_bin_compact	cluster_window_start	cluster_window_end	max_sites_in_20aa_span_within_bin	position	architecture_class	site_key	nearest_domain_edge_distance	nearest_domain_side	nearest_domain_class	nearest_interpro_name	signed_domain_edge_distance	domain_side	signed_distance_bin	abs_distance_class
Q99933	BAG1	Domain-distal >40 aa	58	68	3	68	domain-distal clustered	Q99933:R68	76.0	N_terminal_to_domain	Other domain	Ubiquitin-like domain	-76.0	N-terminal side of domain	N 41-100	>20 aa
Q9UN86	G3BP2	Domain-distal >40 aa	452	468	3	452	domain-distal clustered	Q9UN86:R452	43.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	43.0	C-terminal side of domain	C 41-100	>20 aa
Q9UN86	G3BP2	Domain-distal >40 aa	452	468	3	457	domain-distal clustered	Q9UN86:R457	48.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	48.0	C-terminal side of domain	C 41-100	>20 aa
Q9UN86	G3BP2	Domain-distal >40 aa	452	468	3	468	domain-distal clustered	Q9UN86:R468	59.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	59.0	C-terminal side of domain	C 41-100	>20 aa
A0AV96	RBM47	Domain-distal >40 aa	381	389	3	381	domain-distal clustered	A0AV96:R381	63.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	63.0	C-terminal side of domain	C 41-100	>20 aa
A0AV96	RBM47	Domain-distal >40 aa	381	389	3	383	domain-distal clustered	A0AV96:R383	65.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	65.0	C-terminal side of domain	C 41-100	>20 aa
A0AV96	RBM47	Domain-distal >40 aa	381	389	3	389	domain-distal clustered	A0AV96:R389	71.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	71.0	C-terminal side of domain	C 41-100	>20 aa
A1L390	PLEKHG3	Domain-distal >40 aa	1099	1107	3	1099	domain-distal clustered	A1L390:R1099	703.0	C_terminal_to_domain	Other domain	Pleckstrin homology domain	703.0	C-terminal side of domain	C >200	>20 aa
A1L390	PLEKHG3	Domain-distal >40 aa	1099	1107	3	1105	domain-distal clustered	A1L390:R1105	709.0	C_terminal_to_domain	Other domain	Pleckstrin homology domain	709.0	C-terminal side of domain	C >200	>20 aa
A1L390	PLEKHG3	Domain-distal >40 aa	1099	1107	3	1107	domain-distal clustered	A1L390:R1107	711.0	C_terminal_to_domain	Other domain	Pleckstrin homology domain	711.0	C-terminal side of domain	C >200	>20 aa
C9JLR9	C11orf95	Domain-distal >40 aa	15	28	3	15	domain-distal clustered	C9JLR9:R15	91.0	N_terminal_to_domain	Other domain	SPIN-DOC-like, zinc-finger	-91.0	N-terminal side of domain	N 41-100	>20 aa
C9JLR9	C11orf95	Domain-distal >40 aa	15	28	3	26	domain-distal clustered	C9JLR9:R26	80.0	N_terminal_to_domain	Other domain	SPIN-DOC-like, zinc-finger	-80.0	N-terminal side of domain	N 41-100	>20 aa
C9JLR9	C11orf95	Domain-distal >40 aa	15	28	3	28	domain-distal clustered	C9JLR9:R28	78.0	N_terminal_to_domain	Other domain	SPIN-DOC-like, zinc-finger	-78.0	N-terminal side of domain	N 41-100	>20 aa
O43824	GTPBP6	Domain-distal >40 aa	42	58	3	42	domain-distal clustered	O43824:R42	78.0	N_terminal_to_domain	Other domain	GTPase HflX, N-terminal	-78.0	N-terminal side of domain	N 41-100	>20 aa
O43824	GTPBP6	Domain-distal >40 aa	42	58	3	55	domain-distal clustered	O43824:R55	65.0	N_terminal_to_domain	Other domain	GTPase HflX, N-terminal	-65.0	N-terminal side of domain	N 41-100	>20 aa
O43824	GTPBP6	Domain-distal >40 aa	42	58	3	58	domain-distal clustered	O43824:R58	62.0	N_terminal_to_domain	Other domain	GTPase HflX, N-terminal	-62.0	N-terminal side of domain	N 41-100	>20 aa
O60241	ADGRB2	Domain-distal >40 aa	1375	1384	3	1375	domain-distal clustered	O60241:R1375	169.0	C_terminal_to_domain	Other domain	GPCR, family 2-like, 7TM	169.0	C-terminal side of domain	C 101-200	>20 aa
O60241	ADGRB2	Domain-distal >40 aa	1375	1384	3	1383	domain-distal clustered	O60241:R1383	177.0	C_terminal_to_domain	Other domain	GPCR, family 2-like, 7TM	177.0	C-terminal side of domain	C 101-200	>20 aa
O60241	ADGRB2	Domain-distal >40 aa	1375	1384	3	1384	domain-distal clustered	O60241:R1384	178.0	C_terminal_to_domain	Other domain	GPCR, family 2-like, 7TM	178.0	C-terminal side of domain	C 101-200	>20 aa
O60269	GPRIN2	Domain-distal >40 aa	119	131	3	119	domain-distal clustered	O60269:R119	254.0	N_terminal_to_domain	Other domain	G protein-regulated inducer of neurite outgrowth, C-terminal	-254.0	N-terminal side of domain	N >200	>20 aa
O60269	GPRIN2	Domain-distal >40 aa	119	131	3	126	domain-distal clustered	O60269:R126	247.0	N_terminal_to_domain	Other domain	G protein-regulated inducer of neurite outgrowth, C-terminal	-247.0	N-terminal side of domain	N >200	>20 aa
O60269	GPRIN2	Domain-distal >40 aa	119	131	3	131	domain-distal clustered	O60269:R131	242.0	N_terminal_to_domain	Other domain	G protein-regulated inducer of neurite outgrowth, C-terminal	-242.0	N-terminal side of domain	N >200	>20 aa
O75385	ULK1	Domain-distal >40 aa	529	535	3	529	domain-distal clustered	O75385:R529	251.0	C_terminal_to_domain	Catalytic enzyme domain	Protein kinase domain	251.0	C-terminal side of domain	C >200	>20 aa
O75385	ULK1	Domain-distal >40 aa	529	535	3	532	domain-distal clustered	O75385:R532	254.0	C_terminal_to_domain	Catalytic enzyme domain	Protein kinase domain	254.0	C-terminal side of domain	C >200	>20 aa
O75385	ULK1	Domain-distal >40 aa	529	535	3	535	domain-distal clustered	O75385:R535	257.0	C_terminal_to_domain	Catalytic enzyme domain	Protein kinase domain	257.0	C-terminal side of domain	C >200	>20 aa
O75937	DNAJC8	Domain-distal >40 aa	224	243	3	224	domain-distal clustered	O75937:R224	100.0	C_terminal_to_domain	Other domain	DnaJ domain	100.0	C-terminal side of domain	C 41-100	>20 aa
O75937	DNAJC8	Domain-distal >40 aa	224	243	3	239	domain-distal clustered	O75937:R239	115.0	C_terminal_to_domain	Other domain	DnaJ domain	115.0	C-terminal side of domain	C 101-200	>20 aa
O75937	DNAJC8	Domain-distal >40 aa	224	243	3	243	domain-distal clustered	O75937:R243	119.0	C_terminal_to_domain	Other domain	DnaJ domain	119.0	C-terminal side of domain	C 101-200	>20 aa
O95835	LATS1	Domain-distal >40 aa	243	259	3	243	domain-distal clustered	O95835:R243	102.0	C_terminal_to_domain	Other domain	Ubiquitin-associated domain	102.0	C-terminal side of domain	C 101-200	>20 aa
O95835	LATS1	Domain-distal >40 aa	243	259	3	252	domain-distal clustered	O95835:R252	111.0	C_terminal_to_domain	Other domain	Ubiquitin-associated domain	111.0	C-terminal side of domain	C 101-200	>20 aa
O95835	LATS1	Domain-distal >40 aa	243	259	3	259	domain-distal clustered	O95835:R259	118.0	C_terminal_to_domain	Other domain	Ubiquitin-associated domain	118.0	C-terminal side of domain	C 101-200	>20 aa
O95985	TOP3B	Domain-distal >40 aa	824	835	3	824	domain-distal clustered	O95985:R824	169.0	C_terminal_to_domain	Other domain	DNA topoisomerase 3-beta, zinc ribbon domain	169.0	C-terminal side of domain	C 101-200	>20 aa
O95985	TOP3B	Domain-distal >40 aa	824	835	3	829	domain-distal clustered	O95985:R829	174.0	C_terminal_to_domain	Other domain	DNA topoisomerase 3-beta, zinc ribbon domain	174.0	C-terminal side of domain	C 101-200	>20 aa
O95985	TOP3B	Domain-distal >40 aa	824	835	3	835	domain-distal clustered	O95985:R835	180.0	C_terminal_to_domain	Other domain	DNA topoisomerase 3-beta, zinc ribbon domain	180.0	C-terminal side of domain	C 101-200	>20 aa
P07910	HNRNPC	Domain-distal >40 aa	142	160	3	142	domain-distal clustered	P07910:R142	55.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	55.0	C-terminal side of domain	C 41-100	>20 aa
P07910	HNRNPC	Domain-distal >40 aa	142	160	3	151	domain-distal clustered	P07910:R151	64.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	64.0	C-terminal side of domain	C 41-100	>20 aa
P07910	HNRNPC	Domain-distal >40 aa	142	160	3	160	domain-distal clustered	P07910:R160	73.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	73.0	C-terminal side of domain	C 41-100	>20 aa
P0DI83	RAB34	Domain-distal >40 aa	178	186	3	178	domain-distal clustered	P0DI83:R178	61.0	C_terminal_to_domain	Other domain	Domain of unknown function DUF8349	61.0	C-terminal side of domain	C 41-100	>20 aa
P0DI83	RAB34	Domain-distal >40 aa	178	186	3	183	domain-distal clustered	P0DI83:R183	66.0	C_terminal_to_domain	Other domain	Domain of unknown function DUF8349	66.0	C-terminal side of domain	C 41-100	>20 aa
P0DI83	RAB34	Domain-distal >40 aa	178	186	3	186	domain-distal clustered	P0DI83:R186	69.0	C_terminal_to_domain	Other domain	Domain of unknown function DUF8349	69.0	C-terminal side of domain	C 41-100	>20 aa
P18583	SON	Domain-distal >40 aa	950	964	3	950	domain-distal clustered	P18583:R950	1353.0	N_terminal_to_domain	Other domain	G-patch domain	-1353.0	N-terminal side of domain	N >200	>20 aa
P18583	SON	Domain-distal >40 aa	950	964	3	957	domain-distal clustered	P18583:R957	1346.0	N_terminal_to_domain	Other domain	G-patch domain	-1346.0	N-terminal side of domain	N >200	>20 aa
P18583	SON	Domain-distal >40 aa	950	964	3	964	domain-distal clustered	P18583:R964	1339.0	N_terminal_to_domain	Other domain	G-patch domain	-1339.0	N-terminal side of domain	N >200	>20 aa
P36578	RPL4	Domain-distal >40 aa	71	86	3	71	domain-distal clustered	P36578:R71	204.0	N_terminal_to_domain	Ribosome / RNP structural	Large ribosomal subunit protein uL4, C-terminal domain	-204.0	N-terminal side of domain	N >200	>20 aa
P36578	RPL4	Domain-distal >40 aa	71	86	3	80	domain-distal clustered	P36578:R80	195.0	N_terminal_to_domain	Ribosome / RNP structural	Large ribosomal subunit protein uL4, C-terminal domain	-195.0	N-terminal side of domain	N 101-200	>20 aa
P36578	RPL4	Domain-distal >40 aa	71	86	3	86	domain-distal clustered	P36578:R86	189.0	N_terminal_to_domain	Ribosome / RNP structural	Large ribosomal subunit protein uL4, C-terminal domain	-189.0	N-terminal side of domain	N 101-200	>20 aa
P46783	RPS10	Domain-distal >40 aa	153	160	3	153	domain-distal clustered	P46783:R153	56.0	C_terminal_to_domain	Other domain	Plectin/eS10, N-terminal	56.0	C-terminal side of domain	C 41-100	>20 aa
P46783	RPS10	Domain-distal >40 aa	153	160	3	158	domain-distal clustered	P46783:R158	61.0	C_terminal_to_domain	Other domain	Plectin/eS10, N-terminal	61.0	C-terminal side of domain	C 41-100	>20 aa
P46783	RPS10	Domain-distal >40 aa	153	160	3	160	domain-distal clustered	P46783:R160	63.0	C_terminal_to_domain	Other domain	Plectin/eS10, N-terminal	63.0	C-terminal side of domain	C 41-100	>20 aa
P50548	ERF	Domain-distal >40 aa	218	233	3	218	domain-distal clustered	P50548:R218	107.0	C_terminal_to_domain	Other domain	Ets domain	107.0	C-terminal side of domain	C 101-200	>20 aa
P50548	ERF	Domain-distal >40 aa	218	233	3	224	domain-distal clustered	P50548:R224	113.0	C_terminal_to_domain	Other domain	Ets domain	113.0	C-terminal side of domain	C 101-200	>20 aa
P50548	ERF	Domain-distal >40 aa	218	233	3	233	domain-distal clustered	P50548:R233	122.0	C_terminal_to_domain	Other domain	Ets domain	122.0	C-terminal side of domain	C 101-200	>20 aa
P84103	SRSF3	Domain-distal >40 aa	125	133	3	125	domain-distal clustered	P84103:R125	42.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	42.0	C-terminal side of domain	C 41-100	>20 aa
P84103	SRSF3	Domain-distal >40 aa	125	133	3	131	domain-distal clustered	P84103:R131	48.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	48.0	C-terminal side of domain	C 41-100	>20 aa
P84103	SRSF3	Domain-distal >40 aa	125	133	3	133	domain-distal clustered	P84103:R133	50.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	50.0	C-terminal side of domain	C 41-100	>20 aa
Q08379	GOLGA2	Domain-distal >40 aa	18	35	3	18	domain-distal clustered	Q08379:R18	363.0	N_terminal_to_domain	Other domain	Golgin subfamily A, conserved domain	-363.0	N-terminal side of domain	N >200	>20 aa
Q08379	GOLGA2	Domain-distal >40 aa	18	35	3	30	domain-distal clustered	Q08379:R30	351.0	N_terminal_to_domain	Other domain	Golgin subfamily A, conserved domain	-351.0	N-terminal side of domain	N >200	>20 aa
Q08379	GOLGA2	Domain-distal >40 aa	18	35	3	35	domain-distal clustered	Q08379:R35	346.0	N_terminal_to_domain	Other domain	Golgin subfamily A, conserved domain	-346.0	N-terminal side of domain	N >200	>20 aa
Q14004	CDK13	Domain-distal >40 aa	1504	1508	3	1504	domain-distal clustered	Q14004:R1504	506.0	C_terminal_to_domain	Catalytic enzyme domain	Protein kinase domain	506.0	C-terminal side of domain	C >200	>20 aa
Q14004	CDK13	Domain-distal >40 aa	1504	1508	3	1506	domain-distal clustered	Q14004:R1506	508.0	C_terminal_to_domain	Catalytic enzyme domain	Protein kinase domain	508.0	C-terminal side of domain	C >200	>20 aa
Q14004	CDK13	Domain-distal >40 aa	1504	1508	3	1508	domain-distal clustered	Q14004:R1508	510.0	C_terminal_to_domain	Catalytic enzyme domain	Protein kinase domain	510.0	C-terminal side of domain	C >200	>20 aa
Q15058	KIF14	Domain-distal >40 aa	1187	1189	3	1187	domain-distal clustered	Q15058:R1187	75.0	N_terminal_to_domain	Other domain	KIF14, four-helical bundle	-75.0	N-terminal side of domain	N 41-100	>20 aa
Q15058	KIF14	Domain-distal >40 aa	1187	1189	3	1188	domain-distal clustered	Q15058:R1188	74.0	N_terminal_to_domain	Other domain	KIF14, four-helical bundle	-74.0	N-terminal side of domain	N 41-100	>20 aa
Q15058	KIF14	Domain-distal >40 aa	1187	1189	3	1189	domain-distal clustered	Q15058:R1189	73.0	N_terminal_to_domain	Other domain	KIF14, four-helical bundle	-73.0	N-terminal side of domain	N 41-100	>20 aa
Q2KHR3	QSER1	Domain-distal >40 aa	1171	1185	3	1171	domain-distal clustered	Q2KHR3:R1171	352.0	N_terminal_to_domain	Other domain	Domain of unknown function DUF4211	-352.0	N-terminal side of domain	N >200	>20 aa
Q2KHR3	QSER1	Domain-distal >40 aa	1171	1185	3	1178	domain-distal clustered	Q2KHR3:R1178	345.0	N_terminal_to_domain	Other domain	Domain of unknown function DUF4211	-345.0	N-terminal side of domain	N >200	>20 aa
Q2KHR3	QSER1	Domain-distal >40 aa	1171	1185	3	1185	domain-distal clustered	Q2KHR3:R1185	338.0	N_terminal_to_domain	Other domain	Domain of unknown function DUF4211	-338.0	N-terminal side of domain	N >200	>20 aa
Q58WW2	DCAF6	Domain-distal >40 aa	364	368	3	364	domain-distal clustered	Q58WW2:R364	83.0	C_terminal_to_domain	Protein-protein repeat / scaffold	WD40 repeat	83.0	C-terminal side of domain	C 41-100	>20 aa
Q58WW2	DCAF6	Domain-distal >40 aa	364	368	3	366	domain-distal clustered	Q58WW2:R366	85.0	C_terminal_to_domain	Protein-protein repeat / scaffold	WD40 repeat	85.0	C-terminal side of domain	C 41-100	>20 aa
Q58WW2	DCAF6	Domain-distal >40 aa	364	368	3	368	domain-distal clustered	Q58WW2:R368	87.0	C_terminal_to_domain	Protein-protein repeat / scaffold	WD40 repeat	87.0	C-terminal side of domain	C 41-100	>20 aa
Q68CQ4	DIEXF	Domain-distal >40 aa	25	39	3	25	domain-distal clustered	Q68CQ4:R25	264.0	N_terminal_to_domain	Catalytic enzyme domain	UTP25, NTP hydrolase-like domain	-264.0	N-terminal side of domain	N >200	>20 aa
Q68CQ4	DIEXF	Domain-distal >40 aa	25	39	3	36	domain-distal clustered	Q68CQ4:R36	253.0	N_terminal_to_domain	Catalytic enzyme domain	UTP25, NTP hydrolase-like domain	-253.0	N-terminal side of domain	N >200	>20 aa
Q68CQ4	DIEXF	Domain-distal >40 aa	25	39	3	39	domain-distal clustered	Q68CQ4:R39	250.0	N_terminal_to_domain	Catalytic enzyme domain	UTP25, NTP hydrolase-like domain	-250.0	N-terminal side of domain	N >200	>20 aa
Q6P6C2	ALKBH5	Domain-distal >40 aa	357	359	3	357	domain-distal clustered	Q6P6C2:R357	83.0	C_terminal_to_domain	Other domain	Alpha-ketoglutarate-dependent dioxygenase AlkB-like	83.0	C-terminal side of domain	C 41-100	>20 aa
Q6P6C2	ALKBH5	Domain-distal >40 aa	357	359	3	358	domain-distal clustered	Q6P6C2:R358	84.0	C_terminal_to_domain	Other domain	Alpha-ketoglutarate-dependent dioxygenase AlkB-like	84.0	C-terminal side of domain	C 41-100	>20 aa
Q6P6C2	ALKBH5	Domain-distal >40 aa	357	359	3	359	domain-distal clustered	Q6P6C2:R359	85.0	C_terminal_to_domain	Other domain	Alpha-ketoglutarate-dependent dioxygenase AlkB-like	85.0	C-terminal side of domain	C 41-100	>20 aa
Q8IWF6	DENND6A	Domain-distal >40 aa	4	15	3	4	domain-distal clustered	Q8IWF6:R4	59.0	N_terminal_to_domain	Other domain	Tripartite DENN domain	-59.0	N-terminal side of domain	N 41-100	>20 aa
Q8IWF6	DENND6A	Domain-distal >40 aa	4	15	3	14	domain-distal clustered	Q8IWF6:R14	49.0	N_terminal_to_domain	Other domain	Tripartite DENN domain	-49.0	N-terminal side of domain	N 41-100	>20 aa
Q8IWF6	DENND6A	Domain-distal >40 aa	4	15	3	15	domain-distal clustered	Q8IWF6:R15	48.0	N_terminal_to_domain	Other domain	Tripartite DENN domain	-48.0	N-terminal side of domain	N 41-100	>20 aa
Q8ND56	LSM14A	Domain-distal >40 aa	442	456	3	442	broad across IDR	Q8ND56:R442	42.0	C_terminal_to_domain	Other domain	TFG box	42.0	C-terminal side of domain	C 41-100	>20 aa
Q8ND56	LSM14A	Domain-distal >40 aa	442	456	3	445	broad across IDR	Q8ND56:R445	45.0	C_terminal_to_domain	Other domain	TFG box	45.0	C-terminal side of domain	C 41-100	>20 aa
Q8ND56	LSM14A	Domain-distal >40 aa	442	456	3	456	broad across IDR	Q8ND56:R456	56.0	C_terminal_to_domain	Other domain	TFG box	56.0	C-terminal side of domain	C 41-100	>20 aa
Q8WXE0	CASKIN2	Domain-distal >40 aa	851	862	3	851	domain-distal clustered	Q8WXE0:R851	227.0	C_terminal_to_domain	Repeat / superfamily	Caskin1/2, SAM repeat 2	227.0	C-terminal side of domain	C >200	>20 aa
Q8WXE0	CASKIN2	Domain-distal >40 aa	851	862	3	855	domain-distal clustered	Q8WXE0:R855	231.0	C_terminal_to_domain	Repeat / superfamily	Caskin1/2, SAM repeat 2	231.0	C-terminal side of domain	C >200	>20 aa
Q8WXE0	CASKIN2	Domain-distal >40 aa	851	862	3	862	domain-distal clustered	Q8WXE0:R862	238.0	C_terminal_to_domain	Repeat / superfamily	Caskin1/2, SAM repeat 2	238.0	C-terminal side of domain	C >200	>20 aa
Q96L96	ALPK3	Domain-distal >40 aa	1210	1213	3	1210	domain-distal clustered	Q96L96:R1210	64.0	N_terminal_to_domain	Other domain	Immunoglobulin-like domain	-64.0	N-terminal side of domain	N 41-100	>20 aa
Q96L96	ALPK3	Domain-distal >40 aa	1210	1213	3	1212	domain-distal clustered	Q96L96:R1212	62.0	N_terminal_to_domain	Other domain	Immunoglobulin-like domain	-62.0	N-terminal side of domain	N 41-100	>20 aa
Q96L96	ALPK3	Domain-distal >40 aa	1210	1213	3	1213	domain-distal clustered	Q96L96:R1213	61.0	N_terminal_to_domain	Other domain	Immunoglobulin-like domain	-61.0	N-terminal side of domain	N 41-100	>20 aa
Q9BST9	RTKN	Domain-distal >40 aa	531	547	3	531	domain-distal clustered	Q9BST9:R531	113.0	C_terminal_to_domain	Other domain	Pleckstrin homology domain	113.0	C-terminal side of domain	C 101-200	>20 aa
Q9BST9	RTKN	Domain-distal >40 aa	531	547	3	533	domain-distal clustered	Q9BST9:R533	115.0	C_terminal_to_domain	Other domain	Pleckstrin homology domain	115.0	C-terminal side of domain	C 101-200	>20 aa
Q9BST9	RTKN	Domain-distal >40 aa	531	547	3	547	domain-distal clustered	Q9BST9:R547	129.0	C_terminal_to_domain	Other domain	Pleckstrin homology domain	129.0	C-terminal side of domain	C 101-200	>20 aa
Q9BZ76	CNTNAP3	Domain-distal >40 aa	688	693	3	688	domain-distal clustered	Q9BZ76:R688	53.0	C_terminal_to_domain	Other domain	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	53.0	C-terminal side of domain	C 41-100	>20 aa
Q9BZ76	CNTNAP3	Domain-distal >40 aa	688	693	3	689	domain-distal clustered	Q9BZ76:R689	54.0	C_terminal_to_domain	Other domain	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	54.0	C-terminal side of domain	C 41-100	>20 aa
Q9BZ76	CNTNAP3	Domain-distal >40 aa	688	693	3	693	domain-distal clustered	Q9BZ76:R693	58.0	C_terminal_to_domain	Other domain	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	58.0	C-terminal side of domain	C 41-100	>20 aa
Q9P258	RCC2	Domain-distal >40 aa	22	28	3	22	domain-distal clustered	Q9P258:R22	84.0	N_terminal_to_domain	Other domain	RCC1-like domain	-84.0	N-terminal side of domain	N 41-100	>20 aa
Q9P258	RCC2	Domain-distal >40 aa	22	28	3	26	domain-distal clustered	Q9P258:R26	80.0	N_terminal_to_domain	Other domain	RCC1-like domain	-80.0	N-terminal side of domain	N 41-100	>20 aa
Q9P258	RCC2	Domain-distal >40 aa	22	28	3	28	domain-distal clustered	Q9P258:R28	78.0	N_terminal_to_domain	Other domain	RCC1-like domain	-78.0	N-terminal side of domain	N 41-100	>20 aa
Q9P2K3	RCOR3	Domain-distal >40 aa	440	457	3	440	domain-distal clustered	Q9P2K3:R440	104.0	C_terminal_to_domain	Other domain	SANT domain	104.0	C-terminal side of domain	C 101-200	>20 aa
Q9P2K3	RCOR3	Domain-distal >40 aa	440	457	3	445	domain-distal clustered	Q9P2K3:R445	109.0	C_terminal_to_domain	Other domain	SANT domain	109.0	C-terminal side of domain	C 101-200	>20 aa
Q9P2K3	RCOR3	Domain-distal >40 aa	440	457	3	457	domain-distal clustered	Q9P2K3:R457	121.0	C_terminal_to_domain	Other domain	SANT domain	121.0	C-terminal side of domain	C 101-200	>20 aa
